severity,category,record_index,supplier_index,system,component,supplier_name,role_hint,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,description,detail
LOW,LOCATION_NONSTANDARD_LABEL,143,4,Manchette équipée,velcro,Toray,tier3_first_transformation,Japon,Japan,,34.977976,135.8941262,cache:nominatim,"Toray, Japon",Fibres / polymères,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,143,6,Manchette équipée,velcro,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,143,6,Manchette équipée,velcro,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,143,11,Manchette équipée,velcro,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,143,16,Manchette équipée,velcro,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,143,16,Manchette équipée,velcro,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,143,16,Manchette équipée,velcro,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,144,3,Coussin ottoman,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,Chine,China,,30.6099,120.4932,manual,"366 Hang Fu Road, Chongfu Town, Tongxiang, Zhejiang 314511, China",Textile technique,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,144,4,Coussin ottoman,velours,Kvadrat,tier2_second_transformation,Danemark,Denmark,,56.1761259,10.6752883,nominatim,"Kvadrat, Lundbergsvej, Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark",Textiles d’ameublement,location should be normalized from 'Danemark' to 'Denmark'
LOW,LOCATION_NONSTANDARD_LABEL,144,5,Coussin ottoman,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,144,5,Coussin ottoman,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,144,7,Coussin ottoman,velours,Yamazaki Velvet Co.,tier3_first_transformation,Japon,Japan,,35.88946,136.17723,manual,"9-29 Nakatsuyama-cho, Echizen-shi, Fukui 915-0253, Japan",Velours / textile haut de gamme,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,144,11,Coussin ottoman,velours,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,144,16,Coussin ottoman,velours,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,144,16,Coussin ottoman,velours,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,144,16,Coussin ottoman,velours,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,145,3,Coussin têtière,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,Chine,China,,30.6099,120.4932,manual,"366 Hang Fu Road, Chongfu Town, Tongxiang, Zhejiang 314511, China",Textile technique,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,145,4,Coussin têtière,velours,Kvadrat,tier2_second_transformation,Danemark,Denmark,,56.1761259,10.6752883,nominatim,"Kvadrat, Lundbergsvej, Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark",Textiles d’ameublement,location should be normalized from 'Danemark' to 'Denmark'
LOW,LOCATION_NONSTANDARD_LABEL,145,5,Coussin têtière,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,145,5,Coussin têtière,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,145,7,Coussin têtière,velours,Yamazaki Velvet Co.,tier3_first_transformation,Japon,Japan,,35.88946,136.17723,manual,"9-29 Nakatsuyama-cho, Echizen-shi, Fukui 915-0253, Japan",Velours / textile haut de gamme,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,145,11,Coussin têtière,velours,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,145,16,Coussin têtière,velours,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,145,16,Coussin têtière,velours,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,145,16,Coussin têtière,velours,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,146,3,Ens. Coussin assise,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,Chine,China,,30.6099,120.4932,manual,"366 Hang Fu Road, Chongfu Town, Tongxiang, Zhejiang 314511, China",Textile technique,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,146,4,Ens. Coussin assise,velours,Kvadrat,tier2_second_transformation,Danemark,Denmark,,56.1761259,10.6752883,nominatim,"Kvadrat, Lundbergsvej, Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark",Textiles d’ameublement,location should be normalized from 'Danemark' to 'Denmark'
LOW,LOCATION_NONSTANDARD_LABEL,146,5,Ens. Coussin assise,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,146,5,Ens. Coussin assise,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,146,7,Ens. Coussin assise,velours,Yamazaki Velvet Co.,tier3_first_transformation,Japon,Japan,,35.88946,136.17723,manual,"9-29 Nakatsuyama-cho, Echizen-shi, Fukui 915-0253, Japan",Velours / textile haut de gamme,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,146,11,Ens. Coussin assise,velours,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,146,16,Ens. Coussin assise,velours,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,146,16,Ens. Coussin assise,velours,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,146,16,Ens. Coussin assise,velours,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,147,3,Ens.coussin dossier version têtière,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,Chine,China,,30.6099,120.4932,manual,"366 Hang Fu Road, Chongfu Town, Tongxiang, Zhejiang 314511, China",Textile technique,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,147,4,Ens.coussin dossier version têtière,velours,Kvadrat,tier2_second_transformation,Danemark,Denmark,,56.1761259,10.6752883,nominatim,"Kvadrat, Lundbergsvej, Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark",Textiles d’ameublement,location should be normalized from 'Danemark' to 'Denmark'
LOW,LOCATION_NONSTANDARD_LABEL,147,5,Ens.coussin dossier version têtière,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,147,5,Ens.coussin dossier version têtière,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,147,7,Ens.coussin dossier version têtière,velours,Yamazaki Velvet Co.,tier3_first_transformation,Japon,Japan,,35.88946,136.17723,manual,"9-29 Nakatsuyama-cho, Echizen-shi, Fukui 915-0253, Japan",Velours / textile haut de gamme,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,147,11,Ens.coussin dossier version têtière,velours,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,147,16,Ens.coussin dossier version têtière,velours,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,147,16,Ens.coussin dossier version têtière,velours,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,147,16,Ens.coussin dossier version têtière,velours,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,148,3,Ens. Coussin dossier,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,Chine,China,,30.6099,120.4932,manual,"366 Hang Fu Road, Chongfu Town, Tongxiang, Zhejiang 314511, China",Textile technique,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,148,4,Ens. Coussin dossier,velours,Kvadrat,tier2_second_transformation,Danemark,Denmark,,56.1761259,10.6752883,nominatim,"Kvadrat, Lundbergsvej, Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark",Textiles d’ameublement,location should be normalized from 'Danemark' to 'Denmark'
LOW,LOCATION_NONSTANDARD_LABEL,148,5,Ens. Coussin dossier,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,148,5,Ens. Coussin dossier,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,148,7,Ens. Coussin dossier,velours,Yamazaki Velvet Co.,tier3_first_transformation,Japon,Japan,,35.88946,136.17723,manual,"9-29 Nakatsuyama-cho, Echizen-shi, Fukui 915-0253, Japan",Velours / textile haut de gamme,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,148,11,Ens. Coussin dossier,velours,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,148,16,Ens. Coussin dossier,velours,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,148,16,Ens. Coussin dossier,velours,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,148,16,Ens. Coussin dossier,velours,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,149,1,Ens. Structure porte,velcro,DuPont de Nemours,tier2_second_transformation,USA,USA,,47.7979001,7.190275,nominatim,"DuPont de Nemours, USA",Polymères techniques (Kevlar/Nomex),"lat/lon (47.7979001,7.190275) are outside normalized location country USA"
MEDIUM,ROLE_HINT_VAGUE,149,2,Ens. Structure porte,velcro,"Zhejiang Yuxin Textile Co.,Ltd.",transformation,Chine,China,,30.5278,120.4306,manual,"Defeng Village, Chang’an Town, Haining, Zhejiang 314400, China",Textile technique – première transformation,role_hint 'transformation' is too vague; proposed canonical role: tier2_or_tier3_transformation
LOW,LOCATION_NONSTANDARD_LABEL,149,2,Ens. Structure porte,velcro,"Zhejiang Yuxin Textile Co.,Ltd.",transformation,Chine,China,,30.5278,120.4306,manual,"Defeng Village, Chang’an Town, Haining, Zhejiang 314400, China",Textile technique – première transformation,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,149,3,Ens. Structure porte,velcro,Paragon Textiles,tier3_first_transformation,Inde,India,,20.5937,78.9629,cache:nominatim,"Paragon Textiles, Inde",Tissage de base,location should be normalized from 'Inde' to 'India'
MEDIUM,COUNTRY_CENTROID_USED,149,3,Ens. Structure porte,velcro,Paragon Textiles,tier3_first_transformation,Inde,India,,20.5937,78.9629,cache:nominatim,"Paragon Textiles, Inde",Tissage de base,coordinates are country centroid (India); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,149,4,Ens. Structure porte,velcro,Toray,tier3_first_transformation,Japon,Japan,,34.977976,135.8941262,cache:nominatim,"Toray, Japon",Fibres / polymères,location should be normalized from 'Japon' to 'Japan'
LOW,LOCATION_NONSTANDARD_LABEL,149,6,Ens. Structure porte,velcro,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,149,6,Ens. Structure porte,velcro,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,149,11,Ens. Structure porte,velcro,FRANKLIN,tier2_second_transformation,Pologne,Poland,,51.8215327,20.5268712,cache:nominatim,"FRANKLIN, Pologne",Plasturgie — sous-ensembles composites,location should be normalized from 'Pologne' to 'Poland'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,149,16,Ens. Structure porte,velcro,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,149,16,Ens. Structure porte,velcro,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,149,16,Ens. Structure porte,velcro,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,150,3,Habillage sous fauteuil,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,Chine,China,,30.6099,120.4932,manual,"366 Hang Fu Road, Chongfu Town, Tongxiang, Zhejiang 314511, China",Textile technique,location should be normalized from 'Chine' to 'China'
LOW,LOCATION_NONSTANDARD_LABEL,150,4,Habillage sous fauteuil,velours,Kvadrat,tier2_second_transformation,Danemark,Denmark,,56.1761259,10.6752883,nominatim,"Kvadrat, Lundbergsvej, Christianslund, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark",Textiles d’ameublement,location should be normalized from 'Danemark' to 'Denmark'
LOW,LOCATION_NONSTANDARD_LABEL,150,5,Habillage sous fauteuil,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,150,5,Habillage sous fauteuil,velours,Tissu Huddersfield,tier3_first_transformation,Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Tissu Huddersfield, Angleterre",Laine et tissus,coordinates are country centroid (United Kingdom); not supplier/site precise
